Year,Company,Corpus,text_length,Corpus_token,Corpus_string,Corpus_string_fdist,Corpus_string_lem,is_equal,neg,neu,pos,compound,Sentiment
2020,Amazon,feeling optimistic about the future of e-commerce. amazon's dominance is impressive! #amazon #stocks #investing,111,"['feeling', 'optimistic', 'future', 'e', 'commerce', 'amazon', 'dominance', 'impressive', 'amazon', 'stocks', 'investing']",feeling optimistic future commerce amazon dominance impressive amazon stocks investing,feeling optimistic future commerce amazon dominance impressive amazon stocks investing,feeling optimistic future commerce amazon dominance impressive amazon stocks investing,True,0.0,0.245,0.755,0.8519,positive
2020,Pharmaceutical,the pharmaceutical sector is making significant progress in covid-19 vaccine development. investing in healthcare stocks seems promising. #healthcare #stocks #investing,168,"['pharmaceutical', 'sector', 'making', 'significant', 'progress', 'covid', '19', 'vaccine', 'development', 'investing', 'healthcare', 'stocks', 'seems', 'promising', 'healthcare', 'stocks', 'investing']",pharmaceutical sector making significant progress covid vaccine development investing healthcare stocks seems promising healthcare stocks investing,pharmaceutical sector making significant progress covid vaccine development investing healthcare stocks seems promising healthcare stocks investing,pharmaceutical sector making significant progress covid vaccine development investing healthcare stocks seems promising healthcare stocks investing,True,0.0,0.64,0.36,0.743,positive
2020,Energy Sector,the energy sector is facing challenges with falling oil prices. it's crucial to stay updated on market trends. #energysector #stocks #investing,143,"['energy', 'sector', 'facing', 'challenges', 'falling', 'oil', 'prices', 'crucial', 'stay', 'updated', 'market', 'trends', 'energysector', 'stocks', 'investing']",energy sector facing challenges falling oil prices crucial stay updated market trends energysector stocks investing,energy sector facing challenges falling oil prices crucial stay updated market trends energysector stocks investing,energy sector facing challenges falling oil prices crucial stay updated market trends energysector stocks investing,True,0.094,0.706,0.2,0.2023,positive
2020,Disney,bought some shares of disney today. their streaming platform and content library have strong potential. #disney #stocks #investing,130,"['bought', 'shares', 'disney', 'today', 'streaming', 'platform', 'content', 'library', 'strong', 'potential', 'disney', 'stocks', 'investing']",bought shares disney today streaming platform content library strong potential disney stocks investing,bought shares disney today streaming platform content library strong potential disney stocks investing,bought shares disney today streaming platform content library strong potential disney stocks investing,True,0.0,0.667,0.333,0.6705,positive
2020,Airline,feeling cautious about investing in airline stocks amid the pandemic. uncertainty looms over the industry. #airlines #stocks #investing,135,"['feeling', 'cautious', 'investing', 'airline', 'stocks', 'amid', 'pandemic', 'uncertainty', 'looms', 'industry', 'airlines', 'stocks', 'investing']",feeling cautious investing airline stocks amid pandemic uncertainty looms industry airlines stocks investing,feeling cautious investing airline stocks amid pandemic uncertainty looms industry airlines stocks investing,feeling cautious investing airline stocks amid pandemic uncertainty looms industry airlines stocks investing,True,0.34,0.566,0.094,-0.4404,negative
2020,Cryptocurrency,the cryptocurrency market is gaining traction. considering diversifying my portfolio with some digital assets. #cryptocurrency #stocks #investing,145,"['cryptocurrency', 'market', 'gaining', 'traction', 'considering', 'diversifying', 'portfolio', 'digital', 'assets', 'cryptocurrency', 'stocks', 'investing']",cryptocurrency market gaining traction considering diversifying portfolio digital assets cryptocurrency stocks investing,cryptocurrency market gaining traction considering diversifying portfolio digital assets cryptocurrency stocks investing,cryptocurrency market gaining traction considering diversifying portfolio digital assets cryptocurrency stocks investing,True,0.0,0.69,0.31,0.5423,positive
2020,Renewable energy ,investing in renewable energy stocks has been rewarding. the green energy revolution is happening! #renewableenergy #stocks #investing,134,"['investing', 'renewable', 'energy', 'stocks', 'rewarding', 'green', 'energy', 'revolution', 'happening', 'renewableenergy', 'stocks', 'investing']",investing renewable energy stocks rewarding green energy revolution happening renewableenergy stocks investing,investing renewable energy stocks rewarding green energy revolution happening renewableenergy stocks investing,investing renewable energy stocks rewarding green energy revolution happening renewableenergy stocks investing,True,0.0,0.542,0.458,0.765,positive
2020,Energy Sector,considering investing in emerging markets. the growth potential is enticing! #emergingmarkets #stocks #investing,112,"['considering', 'investing', 'emerging', 'markets', 'growth', 'potential', 'enticing', 'emergingmarkets', 'stocks', 'investing']",considering investing emerging markets growth potential enticing emergingmarkets stocks investing,considering investing emerging markets growth potential enticing emergingmarkets stocks investing,considering investing emerging markets growth potential enticing emergingmarkets stocks investing,True,0.0,0.776,0.224,0.3818,positive
2020,Banking Sector,feeling cautious about investing in banking stocks due to low interest rates. it's impacting profitability. #bankingstocks #stocks #investing,141,"['feeling', 'cautious', 'investing', 'banking', 'stocks', 'due', 'low', 'interest', 'rates', 'impacting', 'profitability', 'bankingstocks', 'stocks', 'investing']",feeling cautious investing banking stocks due low interest rates impacting profitability bankingstocks stocks investing,feeling cautious investing banking stocks due low interest rates impacting profitability bankingstocks stocks investing,feeling cautious investing banking stocks due low interest rates impacting profitability bankingstocks stocks investing,True,0.183,0.471,0.346,0.4767,positive
2020,Gaming,"the gaming industry is booming, and i'm considering investing in video game companies. #gamingindustry #stocks #investing",121,"['gaming', 'industry', 'booming', 'considering', 'investing', 'video', 'game', 'companies', 'gamingindustry', 'stocks', 'investing']",gaming industry booming considering investing video game companies gamingindustry stocks investing,gaming industry booming considering investing video game companies gamingindustry stocks investing,gaming industry booming considering investing video game companies gamingindustry stocks investing,True,0.0,1.0,0.0,0.0,neutral
2020,Electric Vehicle,feeling optimistic about the future of electric vehicle companies. the shift towards clean transportation is accelerating! #ev #stocks #investing,145,"['feeling', 'optimistic', 'future', 'electric', 'vehicle', 'companies', 'shift', 'towards', 'clean', 'transportation', 'accelerating', 'ev', 'stocks', 'investing']",feeling optimistic future electric vehicle companies shift towards clean transportation accelerating stocks investing,feeling optimistic future electric vehicle companies shift towards clean transportation accelerating stocks investing,feeling optimistic future electric vehicle companies shift towards clean transportation accelerating stocks investing,True,0.0,0.606,0.394,0.6705,positive
2020,Gold,investing in gold has been a safe haven during uncertain times. it serves as a hedge against market volatility. #gold #stocks #investing,136,"['investing', 'gold', 'safe', 'uncertain', 'times', 'serves', 'hedge', 'market', 'volatility', 'gold', 'stocks', 'investing']",investing gold safe uncertain times serves hedge market volatility gold stocks investing,investing gold safe uncertain times serves hedge market volatility gold stocks investing,investing gold safe uncertain times serves hedge market volatility gold stocks investing,True,0.146,0.662,0.192,0.1779,positive
2020,Brexit,feeling unsure about the impact of the brexit deal on european stocks. monitoring the situation closely. #brexit #stocks #investing,131,"['feeling', 'unsure', 'impact', 'brexit', 'deal', 'european', 'stocks', 'monitoring', 'situation', 'closely', 'brexit', 'stocks', 'investing']",feeling unsure impact brexit deal european stocks monitoring situation closely brexit stocks investing,feeling unsure impact brexit deal european stocks monitoring situation closely brexit stocks investing,feeling unsure impact brexit deal european stocks monitoring situation closely brexit stocks investing,True,0.138,0.759,0.103,-0.128,negative
2020,Pharmaceutical,the pharmaceutical sector is at the forefront of developing covid-19 treatments. considering investing in biotech stocks. #pharmaceuticals #stocks #investing,157,"['pharmaceutical', 'sector', 'forefront', 'developing', 'covid', '19', 'treatments', 'considering', 'investing', 'biotech', 'stocks', 'pharmaceuticals', 'stocks', 'investing']",pharmaceutical sector forefront developing covid treatments considering investing biotech stocks pharmaceuticals stocks investing,pharmaceutical sector forefront developing covid treatments considering investing biotech stocks pharmaceuticals stocks investing,pharmaceutical sector forefront developing covid treatments considering investing biotech stocks pharmaceuticals stocks investing,True,0.0,1.0,0.0,0.0,neutral
2018,Google,google's new pixel phone has an incredible camera. i'm really impressed with the picture quality.,97,"['google', 'new', 'pixel', 'phone', 'incredible', 'camera', 'really', 'impressed', 'picture', 'quality']",google new pixel phone incredible camera really impressed picture quality,google new pixel phone incredible camera really impressed picture quality,google new pixel phone incredible camera really impressed picture quality,True,0.0,0.726,0.274,0.5256,positive
